,Issue No,Issue Date,Gazette Number,Category,Department,URL,Deleted,Archived URL,Archived Date
4285,61,2019-02-13,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER CLAUSE (DD) OF SECTION 2 OF THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/61_Ex_II_2.pdf,True,https://web.archive.org/web/20190728135053/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/61_Ex_II_2.pdf,2019-07-28 13:50:53
4286,60,2019-02-11,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER CLAUSE (DD) OF SECTION 2 OF THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/60_Ex_II_2.pdf,True,https://web.archive.org/web/20190728135048/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/60_Ex_II_2.pdf,2019-07-28 13:50:48
4287,59,2019-02-08,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"HOUSING AND URBAN DEVELOPMENT DEPARTMENT - NOTIFICATIONS UNDER THE IMPLEMENTATION OF REAL ESTATE (REGULATION AND DEVELOPMENT) ACT, 2016",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/59_Ex_II_2.pdf,True,https://web.archive.org/web/20191113095655/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/59_Ex_II_2.pdf,2019-11-13 09:56:55
4288,58,2019-02-08,Part III-Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","HOUSING AND URBAN DEVELOPMENT DEPARTMENT - AMENDMENTS TO THE TAMIL NADU REAL ESTATE - REGULATION AND DEVELOPMENT RULES, 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/58_Ex_III_1a.pdf,True,https://web.archive.org/web/20191113095651/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/58_Ex_III_1a.pdf,2019-11-13 09:56:51
4289,57,2019-02-08,Part IV-Section 2,Tamil Nadu Acts and Ordinances,"ACT No. 9 of 2019 - An Act further to amend the Tamil Nadu Private Colleges Regulation Act, 1976.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/57_Ex_IV_2.pdf,True,https://web.archive.org/web/20190728135039/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/57_Ex_IV_2.pdf,2019-07-28 13:50:39
4290,56,2019-02-08,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/56_Ex_II_1.pdf,True,https://web.archive.org/web/20190829160029/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/56_Ex_II_1.pdf,2019-08-29 16:00:29
4291,55,2019-02-07,Part IV-Section 1,Tamil Nadu Bills,Erratta Notification,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/55_Ex_IV_1_T.pdf,True,https://web.archive.org/web/20190728135034/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/55_Ex_IV_1_T.pdf,2019-07-28 13:50:34
4292,54,2019-02-07,Part III-Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - TAMIL NADU GOODS AND SERVICES TAX RULES, 2017 - ERRATUM TO NOTIFICATION",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/54_Ex_III_1a.pdf,True,https://web.archive.org/web/20191113095625/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/54_Ex_III_1a.pdf,2019-11-13 09:56:25
4293,53,2019-02-06,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER CLAUSE (DD) OF SECTION 2 OF THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/53_Ex_II_2.pdf,True,https://web.archive.org/web/20191113095622/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/53_Ex_II_2.pdf,2019-11-13 09:56:22
4294,52,2019-02-06,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,"SCHOOL EDUCATION DEPARTMENT - PROVIDING TRANSPORT / ESCORT FACILITIES TO CHILDREN FOR THE ACADEMIC YEAR 2019-2020 UNDER THE RIGHT OF CHILDREN TO FREE AND COMPULSORY EDUCATION, ACT 2009.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/52_Ex_II_1.pdf,True,https://web.archive.org/web/20191113095617/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/52_Ex_II_1.pdf,2019-11-13 09:56:17
4295,51,2019-02-06,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,TRANSPORT DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/51_Ex_II_2.pdf,True,https://web.archive.org/web/20191113095613/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/51_Ex_II_2.pdf,2019-11-13 09:56:13
4296,50,2019-02-05,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,TRANSPORT DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/50_Ex_II_2.pdf,True,https://web.archive.org/web/20190728135028/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/50_Ex_II_2.pdf,2019-07-28 13:50:28
4297,49,2019-02-05,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,ENERGY DEPARTMENT - CONSTITUTION OF SELECTION COMMITTEE FOR SELECTING A MEMBERS OF THE TAMIL NADU ELECTRICITY REGULATORY COMMISSION UNDER THE ACT.,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/49_Ex_II_2.pdf,True,https://web.archive.org/web/20190728135019/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/49_Ex_II_2.pdf,2019-07-28 13:50:19
4298,48,2019-02-05,Part III-Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","HOUSING AND URBAN DEVELOPMENT DEPARTMENT - AMENDMENTS TO THE TAMIL NADU REGULARISATION OF UNAPPROVED LAYOUTS AND PLOTS RULES, 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/48_Ex_III_1a.pdf,True,https://web.archive.org/web/20190728135013/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/48_Ex_III_1a.pdf,2019-07-28 13:50:13
4299,47,2019-02-04,Part III-Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPARTMENT - TAMIL NADU VANNIYAKULA KSHATRIYA PUBLIC CHARITABLE TRUSTS AND ENDOWMENTS (PROTECTION AND MAINTENANCE) RULES, 2019,",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/47_Ex_III_1a.pdf,True,https://web.archive.org/web/20190820085110/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/47_Ex_III_1a.pdf,2019-08-20 08:51:10
4300,46,2019-02-04,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPARTMENT - APPOINTMENT OF DATE OF COMING INTO FORCE OF THE TAMIL NADU VANNIYAKULA KSHATRIYA PUBLIC CHARITABLE TRUSTS AND ENDOWMENTS",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/46_Ex_II_2.pdf,True,https://web.archive.org/web/20191113095338/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/46_Ex_II_2.pdf,2019-11-13 09:53:38
4301,45,2019-02-04,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"FINANCE DEPARTMENT - Salaries - NOTIFICATION UNDER THE TAMIL NADU TRANSPARENCY IN TENDERS ACT, 1998 - TAMIL NADU ACT, 43 OF 1998.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/45_Ex_II_2.pdf,True,https://web.archive.org/web/20191113095330/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/45_Ex_II_2.pdf,2019-11-13 09:53:30
4302,44,2019-02-04,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU / ERUDHU VIDUM VIZHA UNDER CLAUSE (DD) OF SECTION 2 OF THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/44_Ex_II_2.pdf,True,https://web.archive.org/web/20191113095323/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/44_Ex_II_2.pdf,2019-11-13 09:53:23
4303,43,2019-02-04,Part III-Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - TAMIL NADU COMBINED DEVELOPMENT AND BUILDING RULES, 2019",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/43_Ex_III_1a.pdf,True,https://web.archive.org/web/20191113095321/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/43_Ex_III_1a.pdf,2019-11-13 09:53:21
4304,42,2019-02-01,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - ERRATUM TO NOTIFICATION,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/42_Ex_II_2.pdf,True,https://web.archive.org/web/20190728135009/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/42_Ex_II_2.pdf,2019-07-28 13:50:09
4305,41,2019-02-01,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU / ERUDU VIDUM VIZHA UNDER CLAUSE (DD) OF SECTION 2 OF THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/41_Ex_II_2.pdf,True,https://web.archive.org/web/20191113095242/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/41_Ex_II_2.pdf,2019-11-13 09:52:42
4306,40,2019-02-01,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/40_Ex_II_1.pdf,True,https://web.archive.org/web/20191113095239/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/40_Ex_II_1.pdf,2019-11-13 09:52:39
4307,39,2019-01-31,Part III-Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - AMENDMENTS TO THE CHENNAI CITY MUNICIPAL CORPORATION LICENSING OF HOARDINGS AND LEVY AND COLLECTION OF ADVERTISEMENT TAX RULES, 2003.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/39_Ex_III_1a.pdf,True,https://web.archive.org/web/20190728135004/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/39_Ex_III_1a.pdf,2019-07-28 13:50:04
4308,38,2019-01-31,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"MUNICIPAL ADMINISTRATION AND WATER SUPPLY DEPARTMENT - DATE OF COMING INTO FORCE OF THE TAMIL NADU MUNICIPAL LAWS - FIFTH AMENDMENT - ACT, 2018 - TAMIL NADU ACT 40 OF 2018.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/38_Ex_II_2.pdf,True,https://web.archive.org/web/20191113095224/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/38_Ex_II_2.pdf,2019-11-13 09:52:24
4309,37,2019-01-31,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,LAW DEPARTMENT - LIST OF NOTARIES APPOINTED AND IN PRACTICE AT THE BEGINNING OF THE YEAR 2019,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/37_Ex_II_2.pdf,True,https://web.archive.org/web/20190728134957/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/37_Ex_II_2.pdf,2019-07-28 13:49:57
4310,36,2019-01-31,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU / ERUDU VIDUM VIZHA UNDER CLAUSE (DD) OF SECTION 2 OF THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/36_Ex_II_2.pdf,True,https://web.archive.org/web/20190728134954/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/36_Ex_II_2.pdf,2019-07-28 13:49:54
4311,35,2019-01-29,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER CLAUSE (DD) OF SECTION 2 OF THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/35_Ex_II_2.pdf,True,https://web.archive.org/web/20190728134948/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/35_Ex_II_2.pdf,2019-07-28 13:49:48
4312,34,2019-01-29,Part III-Section 1a,"General Statutory Rules, Notifications, Orders, Regulations, etc., issued by Secretariat Departments.","COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - THE TAMIL NADU GOODS AND SERVICES TAX (AMENDMENT) RULES, 2019.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/34_Ex_III_1a.pdf,True,https://web.archive.org/web/20191113093443/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/34_Ex_III_1a.pdf,2019-11-13 09:34:43
4313,33,2019-01-28,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - NOTIFICATIONS UNDER THE TAMIL NADU GOODS AND SERVICES TAX ACT, 2017.",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/33_Ex_II_2.pdf,True,https://web.archive.org/web/20191113092545/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/33_Ex_II_2.pdf,2019-11-13 09:25:45
4314,32,2019-01-28,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES KRISHNAGIRI DISTRICT – CONDUCTING JALLIKATTU/ ERUDHU VIDUM VIZHA UNDER CLAUSE (DD) OF SECTION 2 OF THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/32_Ex_II_2.pdf,True,https://web.archive.org/web/20191113092051/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/32_Ex_II_2.pdf,2019-11-13 09:20:51
4315,31,2019-01-25,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"HOME DEPARTMENT - (Courts-III) - DATE OF COMING INTO FORCE OF THE CHENNAI CITY CIVIL COURT (AMENDMENT) ACT, 2018 (TAMIL NADU ACT 45 OF 2018).",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/31_Ex_II_2.pdf,True,https://web.archive.org/web/20190728134944/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/31_Ex_II_2.pdf,2019-07-28 13:49:44
4316,30,2019-01-25,Part II-Section 1,Notifications or Orders of specific character or of particular interest to the public issued by Secretariat Departments.,FINANCE DEPARTMENT - MARKET BORROWING PROGRAMME OF STATE GOVERNMENT BY AUCTION,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/30_Ex_II_1.pdf,True,https://web.archive.org/web/20191113091251/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/30_Ex_II_1.pdf,2019-11-13 09:12:51
4317,29,2019-01-25,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU / ERUDHU VIDUM VIZHA FOR CERTAIN DISTRICTS UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960 AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/29_Ex_II_2.pdf,True,https://web.archive.org/web/20191113090846/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/29_Ex_II_2.pdf,2019-11-13 09:08:46
4318,28,2019-01-25,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - ERATTUM TO NOTIFICATION,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/28_Ex_II_2.pdf,True,https://web.archive.org/web/20191113090543/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/28_Ex_II_2.pdf,2019-11-13 09:05:43
4319,27,2019-01-23,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU AND ERUDHU VIDUM VIZHA UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/27_Ex_II_2.pdf,True,https://web.archive.org/web/20190728134940/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/27_Ex_II_2.pdf,2019-07-28 13:49:40
4320,26,2019-01-22,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,HIGHWAYS AND MINOR PORTS DEPARTMENT - ACQUISITION OF LANDS,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/26_Ex_II_2.pdf,True,https://web.archive.org/web/20190728134913/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/26_Ex_II_2.pdf,2019-07-28 13:49:13
4321,25,2019-01-22,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"ANIMAL HUSBANDRY, DAIRYING AND FISHERIES DEPARTMENT - PLACES AND DATES FOR CONDUCTING JALLIKATTU UNDER THE PREVENTION OF CRUELTY TO ANIMALS ACT, 1960 AS AMENDED BY THE PREVENTION OF CRUELTY TO ANIMALS (TAMIL NADU AMENDMENT) ACT, 2017 (ACT 1 OF 2017)",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/25_Ex_II_2.pdf,True,https://web.archive.org/web/20190728134908/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/25_Ex_II_2.pdf,2019-07-28 13:49:08
4322,24,2019-01-18,Part I,"Notifications or orders regarding first appointments, investiture of magisterial powers, etc., issued by Secretariat Departments.",LAW DEPARTMENT,http://www.stationeryprinting.tn.gov.in/extraordinary/2019/24_Ex_I.pdf,True,https://web.archive.org/web/20190728134843/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/24_Ex_I.pdf,2019-07-28 13:48:43
4323,23,2019-01-18,Part II-Section 2,Notifications or Orders of interest to a Section of the public issued by Secretariat Departments.,"COMMERCIAL TAXES AND REGISTRATION DEPARTMENT - NOTIFICATIONS UNDER THE TAMIL NADU GOODS AND SERVICES TAX ACT, 2017 - AMENDMENT TO NOTIFICATION",http://www.stationeryprinting.tn.gov.in/extraordinary/2019/23_Ex_II_2.pdf,True,https://web.archive.org/web/20191113084126/http://www.stationeryprinting.tn.gov.in:80/extraordinary/2019/23_Ex_II_2.pdf,2019-11-13 08:41:26
